date,adj_close,close,high,low,open,volume,ret_1d,ret_1d_lag1,ret_1d_lag2,ret_1d_lag5,ret_5d,ret_10d,ma_5,ma_10,ma_20,ma_50,vol_10,vol_20,vol_mean_10,vol_mean_20,y_next_ret_1d
,VU.PA,VU.PA,VU.PA,VU.PA,VU.PA,VU.PA,,,,,,,,,,,,,,,
2015-03-12,12.154350280761719,12.210000038146973,12.210000038146973,12.199999809265137,12.210000038146973,2200,0.0,0.0,-0.01293448061756386,-0.008764966333835944,-0.018488724498805675,-0.0672268729203872,12.255885314941406,12.478864479064942,12.738177061080933,12.959663200378419,0.00937510044554455,0.01158439692365631,3490.0,3157.4,0.0
2015-03-13,12.154350280761719,12.210000038146973,12.289999961853027,12.199999809265137,12.210000038146973,20832,0.0,0.0,0.0,0.009646331223512883,-0.027866248657808512,-0.06864987203834039,12.18620433807373,12.3892746925354,12.713788700103759,12.928605403900146,0.00923395811335836,0.010572142881257981,5477.5,3984.0,0.03276005197430165
2015-03-16,12.55252742767334,12.609999656677246,12.609999656677246,12.229999542236328,12.229999542236328,6600,0.03276005197430165,0.0,0.0,-0.015127433536111012,0.019401837099445762,-0.02248061267079493,12.233985710144044,12.360406875610352,12.694377613067626,12.900932102203369,0.015032173132337578,0.011853564966335058,5778.9,4134.7,0.007137213851795776
2015-03-17,12.642117500305176,12.699999809265137,12.720000267028809,12.609999656677246,12.609999656677246,3002,0.007137213851795776,0.03276005197430165,0.0,-0.01293448061756386,0.04013108132283394,-0.007812522804924726,12.331539154052734,12.350452423095703,12.669989347457886,12.874851512908936,0.015154776626443442,0.011430337993708932,5907.9,3958.0,0.0015748077827006934
2015-03-18,12.662026405334473,12.720000267028809,12.720000267028809,12.710000038146973,12.710000038146973,23240,0.0015748077827006934,0.007137213851795776,0.03276005197430165,0.0,0.04176908784472988,0.013545857061382671,12.433074378967286,12.367374992370605,12.646098756790161,12.848970012664795,0.013630979645280473,0.01144152026747522,7777.0,5088.95,0.006289326650245952
2015-03-19,12.74166202545166,12.800000190734863,12.800000190734863,12.720000267028809,12.720000267028809,1020,0.006289326650245952,0.0015748077827006934,0.007137213851795776,0.0,0.048321113932314086,0.02893899367053865,12.550536727905273,12.40321102142334,12.626189947128296,12.82488031387329,0.013204673066046066,0.011578870375928911,7249.4,4985.05,-0.001562579407917375
2015-03-20,12.721752166748047,12.779999732971191,12.850000381469727,12.75,12.800000190734863,3529,-0.001562579407917375,0.006289326650245952,0.0015748077827006934,0.0,0.046683028946798544,0.01751589939625897,12.66401710510254,12.425110721588135,12.613249206542969,12.79939697265625,0.013046427464923509,0.011305344968891497,7463.5,5034.0,0.0015650248835732405
2015-03-23,12.74166202545166,12.800000190734863,12.800000190734863,12.779999732971191,12.779999732971191,1007,0.0015650248835732405,-0.001562579407917375,0.006289326650245952,0.03276005197430165,0.01506745146490207,0.034761624803173685,12.701844024658204,12.467914867401124,12.601801681518555,12.771922760009765,0.011628890053479697,0.011319307155824198,6892.7,5014.55,0.0
2015-03-24,12.74166202545166,12.800000190734863,12.890000343322754,12.800000190734863,12.800000190734863,3244,0.0,0.0015650248835732405,-0.001562579407917375,0.007137213851795776,0.007874038913503245,0.048321113932314086,12.7217529296875,12.526646041870118,12.589856433868409,12.744050388336182,0.010235824547726655,0.011314908298005076,6819.7,5142.45,-0.007812522804924726
2015-03-25,12.642117500305176,12.699999809265137,12.800000190734863,12.699999809265137,12.800000190734863,2639,-0.007812522804924726,0.0,0.0015650248835732405,0.0015748077827006934,-0.0015723316625614325,0.04013108132283394,12.71777114868164,12.575422763824463,12.570943069458007,12.714187126159668,0.010916410305778505,0.011377117563051799,6731.3,5116.55,-0.011811058370254979
2015-03-26,12.49280071258545,12.550000190734863,12.699999809265137,12.550000190734863,12.699999809265137,2539,-0.011811058370254979,-0.007812522804924726,0.0,0.006289326650245952,-0.01953130701231176,0.027846032408613386,12.667998886108398,12.609267807006836,12.544066143035888,12.678351192474365,0.01198349140803702,0.011595905139945618,6765.2,5127.6,-0.0055777058488046816
2015-03-27,12.42311954498291,12.479999542236328,12.550000190734863,12.430000305175781,12.550000190734863,2326,-0.0055777058488046816,-0.011811058370254979,-0.007812522804924726,-0.001562579407917375,-0.023474173828484046,0.02211300958197726,12.608272361755372,12.636144733428955,12.512709712982177,12.638135318756104,0.012255737626220418,0.011589665334523248,4914.6,5196.05,-0.004807706701334236
2015-03-30,12.36339282989502,12.420000076293945,12.479999542236328,12.420000076293945,12.479999542236328,1374,-0.004807706701334236,-0.0055777058488046816,-0.011811058370254979,0.0015650248835732405,-0.02968758665871396,-0.01506745146490207,12.532618522644043,12.617231273651123,12.488819074630737,12.595928554534913,0.006056330794123399,0.011159258216847798,4392.0,5085.45,-0.019323652492830745
2015-03-31,12.124486923217773,12.180000305175781,12.420000076293945,12.180000305175781,12.420000076293945,3874,-0.019323652492830745,-0.004807706701334236,-0.0055777058488046816,0.0,-0.048437566543600874,-0.04094492691393725,12.409183502197266,12.565468215942383,12.457960319519042,12.569648876190186,0.007476987995532213,0.011765671912962591,4479.2,5193.55,-0.028735639416724634
2015-04-01,11.776082038879395,11.829999923706055,12.180000305175781,11.819999694824219,12.180000305175781,10583,-0.028735639416724634,-0.019323652492830745,-0.004807706701334236,-0.007812522804924726,-0.06850398767491883,-0.06996860834864727,12.235976409912109,12.476873779296875,12.42212438583374,12.542373752593994,0.01045180353852847,0.01261949116223816,3213.5,5495.25,-0.0228233179196472
2015-04-02,11.507312774658203,11.5600004196167,11.819999694824219,11.5600004196167,11.819999694824219,8251,-0.0228233179196472,-0.028735639416724634,-0.019323652492830745,-0.011811058370254979,-0.07888446799078841,-0.09687505824026932,12.03887882232666,12.35343885421753,12.378324937820434,12.517288608551025,0.010337819205787283,0.01333606608014756,3936.6,5593.0,-0.02768166061288757
2015-04-07,11.18877124786377,11.239999771118164,11.59000015258789,11.229999542236328,11.59000015258789,6918,-0.02768166061288757,-0.0228233179196472,-0.028735639416724634,-0.0055777058488046816,-0.09935896476321304,-0.12050076898142725,11.792009162902833,12.200140762329102,12.312625741958618,12.486230792999267,0.011207240568554919,0.01398431314183149,4275.5,5869.5,0.01334523554123379
2015-04-08,11.338088035583496,11.390000343322754,11.399999618530273,11.229999542236328,11.25,4833,0.01334523554123379,-0.02768166061288757,-0.0228233179196472,-0.004807706701334236,-0.0829306977800065,-0.11015627216170887,11.586948204040528,12.059783363342286,12.263849115371704,12.457562065124511,0.013297558697029555,0.014389993656857416,4658.1,5775.4,0.010535504410141616
2015-04-09,11.457540512084961,11.510000228881836,11.619999885559082,11.390000343322754,11.390000343322754,12636,0.010535504410141616,0.01334523554123379,-0.02768166061288757,-0.019323652492830745,-0.05500821728428307,-0.10078131964273163,11.453558921813965,11.931371212005615,12.229008626937866,12.433870525360108,0.014659543172811118,0.014580477266020632,5597.3,6208.5,0.003475249336155173
2015-04-10,11.497358322143555,11.550000190734863,11.619999885559082,11.510000228881836,11.600000381469727,6513,0.003475249336155173,0.010535504410141616,0.01334523554123379,-0.028735639416724634,-0.023668628990152873,-0.0905512211964481,11.397814178466797,11.816895294189454,12.196159029006958,12.410577163696288,0.015307113057314659,0.01463678432841653,5984.7,6358.0,0.006926427609358798
2015-04-13,11.576993942260742,11.630000114440918,11.630000114440918,11.600000381469727,11.600000381469727,3861,0.006926427609358798,0.003475249336155173,0.010535504410141616,-0.0228233179196472,0.006055381388085035,-0.07330676214198373,11.411750411987304,11.725314617156982,12.16729121208191,12.38947380065918,0.016097509812079497,0.014784548146906844,6116.9,6441.05,0.010318090956704662
2015-04-14,11.696446418762207,11.75,11.890000343322754,11.600000381469727,11.630000114440918,3695,0.010318090956704662,0.006926427609358798,0.003475249336155173,-0.02768166061288757,0.04537363037030229,-0.05849361133405262,11.513285446166993,11.652647304534913,12.144396018981933,12.373546714782714,0.017060780561053146,0.015047680794510541,6253.8,5584.2,-0.004255331986423028
2015-04-15,11.646674156188965,11.699999809265137,11.800000190734863,11.699999809265137,11.699999809265137,2928,-0.004255331986423028,0.010318090956704662,0.006926427609358798,0.01334523554123379,0.0272167687917928,-0.05797103461543418,11.575002670288086,11.580975437164307,12.099103355407715,12.36100414276123,0.017065521347300463,0.012658619880405468,6409.2,5400.6,0.00427351722094782
2015-04-16,11.696446418762207,11.75,11.75,11.75,11.75,121,0.00427351722094782,-0.004255331986423028,0.010318090956704662,0.010535504410141616,0.020851412781413003,-0.035303803547834356,11.622783851623534,11.53817138671875,12.051819801330566,12.355031471252442,0.016616678711710298,0.012545740232508642,6033.9,5256.55,0.0025531991918539276
2015-04-17,11.726309776306152,11.779999732971191,11.800000190734863,11.75,11.75,1636,0.0025531991918539276,0.00427351722094782,-0.004255331986423028,0.003475249336155173,0.01991339642965162,-0.004226555352528694,11.668574142456055,11.533194160461425,12.00503396987915,12.353040580749513,0.014081369795314132,0.01256970394788827,5139.2,4176.35,-0.023769090366265178
2015-04-20,11.447586059570312,11.5,11.779999732971191,11.5,11.779999732971191,4193,-0.023769090366265178,0.0025531991918539276,0.00427351722094782,0.006926427609358798,-0.011178021111165837,-0.0051903269040729505,11.642692565917969,11.527221488952637,11.940330171585083,12.34308614730835,0.014251357350597266,0.013091625944825467,4733.4,4335.0,-0.0017392189584780615
2015-04-21,11.4276762008667,11.479999542236328,11.5,11.329999923706055,11.5,3767,-0.0017392189584780615,-0.023769090366265178,0.0025531991918539276,0.010318090956704662,-0.02297879272668446,0.021352206396081597,11.588938522338868,11.55111198425293,11.875626373291016,12.332335338592529,0.010643521795174474,0.013089060745295259,4418.3,4346.9,-0.002613165034144438
2015-04-22,11.39781379699707,11.449999809265137,11.479999542236328,11.449999809265137,11.479999542236328,1873,-0.002613165034144438,-0.0017392189584780615,-0.023769090366265178,-0.004255331986423028,-0.02136750422090683,0.0052677101488478595,11.539166450500488,11.557084560394287,11.808433961868285,12.319394569396973,0.0099552917125122,0.013007362651187898,4122.3,4390.2,0.0008733650761403311
2015-04-23,11.407768249511719,11.460000038146973,11.489999771118164,11.449999809265137,11.460000038146973,861,0.0008733650761403311,-0.002613165034144438,-0.0017392189584780615,0.00427351722094782,-0.02468084398586401,-0.004344061670193855,11.481430816650391,11.552107334136963,11.741739273071289,12.305060195922852,0.009329913485820587,0.013028164128804611,2944.8,4271.05,0.0008726029751764397
2015-04-24,11.417722702026367,11.470000267028809,11.470000267028809,11.460000038146973,11.460000038146973,540,0.0008726029751764397,0.0008733650761403311,-0.002613165034144438,0.0025531991918539276,-0.02631578733348039,-0.0069264276093589094,11.419713401794434,11.544143772125244,11.680519533157348,12.287540397644044,0.009245855288532901,0.013089260251400442,2347.5,4166.1,0.0
2015-04-27,11.417722702026367,11.470000267028809,11.489999771118164,11.460000038146973,11.470000267028809,2891,0.0,0.0008726029751764397,0.0008733650761403311,-0.023769090366265178,-0.002608703475872054,-0.013757564444511816,11.413740730285644,11.528216648101807,11.626765632629395,12.267830638885497,0.008866370278732378,0.013032021843940306,2250.5,4183.7,-0.0017436844061524681
2015-04-28,11.39781379699707,11.449999809265137,11.479999542236328,11.4399995803833,11.470000267028809,4920,-0.0017436844061524681,0.0,0.0008726029751764397,-0.0017392189584780615,-0.002613165034144438,-0.025531910383148615,11.407768249511719,11.498353385925293,11.575500345230102,12.242944564819336,0.007867008424735847,0.013042100015215084,2373.0,4313.4,-0.0008732814044527526
2015-04-29,11.387860298156738,11.4399995803833,11.460000038146973,11.4399995803833,11.449999809265137,1131,-0.0008732814044527526,-0.0017436844061524681,0.0,-0.002613165034144438,-0.0008732814044527526,-0.022222125781263924,11.405777549743652,11.472472000122071,11.526723718643188,12.211886787414551,0.007858471240225108,0.013062361485500038,2193.3,4301.25,0.0008740446914283773
2015-04-30,11.39781379699707,11.449999809265137,11.460000038146973,11.420000076293945,11.4399995803833,6775,0.0008740446914283773,-0.0008732814044527526,-0.0017436844061524681,0.0008733650761403311,-0.0008726029751765507,-0.025531910383148615,11.403786659240723,11.442608737945557,11.490390062332153,12.177245407104492,0.0076163210710413435,0.012589056254661357,2858.7,4446.3,0.013100476142106077
2015-05-04,11.547130584716797,11.600000381469727,11.75,11.600000381469727,11.600000381469727,9278,0.013100476142106077,0.0008740446914283773,-0.0008732814044527526,0.0008726029751764397,0.011333948639991265,-0.015280100475547731,11.42966823577881,11.42469081878662,11.478942489624023,12.145391254425048,0.009006065686480024,0.011519718914916672,3622.9,4381.05,0.004310275053509782
